video_id	video_title	date	segment_number	segment_timestamp	segment_url	segment_topic	reference	article_link	segment_name	doi	open_alex_id	classification
07P0eUFYqWM	Materiał super-kuloodporny - Planeta nad słońcami - Jak policja amerykańska zabija? | CN #250	2025-05-26T08:00:00Z	1)	05:27	https://www.youtube.com/watch?v=07P0eUFYqWM&t=327s	lekkim metalicznym materiale, który ma wyjątkową zdolność zatrzymywania pocisków	Surjadi, J. U., Wang, L., Qu, S., Aymon, B. F., Ding, J., Zhou, X., ... & Lu, Y. (2025). Exploiting multiscale dynamic toughening in multicomponent alloy metamaterials for extreme impact mitigation. Science Advances, 11(19), eadt0589.	https://www.science.org/doi/10.1126/sciadv.adt0589	Materiał super-kuloodporny	https://doi.org/10.1126/sciadv.adt0589	https://openalex.org/W4410140347	Wytwarzanie|Technologie produkcyjne|Druk D metali i kompozytów
07P0eUFYqWM	Materiał super-kuloodporny - Planeta nad słońcami - Jak policja amerykańska zabija? | CN #250	2025-05-26T08:00:00Z	2)	13:25	https://www.youtube.com/watch?v=07P0eUFYqWM&t=805s	planecie krążącej wokół dwóch brązowych karłów, w dodatku ponad nimi	Baycroft, T. A., Sairam, L., Triaud, A. H., & Correia, A. C. (2025). Evidence for a polar circumbinary exoplanet orbiting a pair of eclipsing brown dwarfs. Science Advances, 11(16), eadu0627.	https://www.science.org/doi/10.1126/sciadv.adu0627	Planeta nad słońcami	https://doi.org/10.1126/sciadv.adu0627	https://openalex.org/W4409493941	Fizyka|Kosmos|Asteroidy i wietrzenie kosmiczne
07P0eUFYqWM	Materiał super-kuloodporny - Planeta nad słońcami - Jak policja amerykańska zabija? | CN #250	2025-05-26T08:00:00Z	3)	20:16	https://www.youtube.com/watch?v=07P0eUFYqWM&t=1216s	statystykach postrzeleń (a właściwie zastrzeleń) ludzi przez amerykańskich policjantów.	Jain, V., & Hemenway, D. (2025). Firearm Homicides by Police in the United States: Who is Shot and How Many Times?. American Journal of Preventive Medicine.	https://www.sciencedirect.com/science/article/pii/S0749379725000492	Jak policja amerykańska zabija?	https://doi.org/10.1016/j.amepre.2025.02.004	https://openalex.org/W4409731854	inne|Oczy i widzenie
iOsaeoAEo1Y	Drukowanie ciała od wewnątrz - 99,999% dna oceanu - Focze książki | Czytamy naturę #249	2025-05-19T08:00:58Z	1)	04:39	https://www.youtube.com/watch?v=iOsaeoAEo1Y&t=279s	druku 3D, kontrolowanym ultradźwiękami, na miejscu we wnętrzu żywego organizmu	Davoodi, E., Li, J., Ma, X., Najafabadi, A. H., Yoo, J., Lu, G., ... & Gao, W. (2025). Imaging-guided deep tissue in vivo sound printing. Science, 388(6747), 616-623.	https://www.science.org/doi/10.1126/science.adt0293	Drukowanie ciała od wewnątrz	https://doi.org/10.1126/science.adt0293	https://openalex.org/W4410251333	Wytwarzanie|Technologie produkcyjne|Druk D metali i kompozytów
iOsaeoAEo1Y	Drukowanie ciała od wewnątrz - 99,999% dna oceanu - Focze książki | Czytamy naturę #249	2025-05-19T08:00:58Z	2)	11:59	https://www.youtube.com/watch?v=iOsaeoAEo1Y&t=719s	dokładnych obliczeniach tego, jak słabo znamy dno oceanu	Bell, K. L., Johannes, K. N., Kennedy, B. R., & Poulton, S. E. (2025). How little we’ve seen: A visual coverage estimate of the deep seafloor. Science Advances, 11(19), eadp8602.	https://www.science.org/doi/10.1126/sciadv.adp8602	99,999% dna oceanu	https://doi.org/10.1126/sciadv.adp8602	https://openalex.org/W4410140387	Biologia|Ekologia i ochrona środowiska|Jakość wody, mikroorganizmy wodne
iOsaeoAEo1Y	Drukowanie ciała od wewnątrz - 99,999% dna oceanu - Focze książki | Czytamy naturę #249	2025-05-19T08:00:58Z	3)	16:42	https://www.youtube.com/watch?v=iOsaeoAEo1Y&t=1002s	historii foczych okładek, których dzieje sięgają soboru i finansowania pewnej krucjaty.	Lévêque, É., Teasdale, M. D., Fiddyment, S., Bro-Jørgensen, M. H., Spindler, L., Macleod, R., ... & Collins, M. (2025). Hiding in plain sight: the biomolecular identification of pinniped use in medieval manuscripts. Royal Society Open Science, 12(4), 241090.	https://royalsocietypublishing.org/doi/10.1098/rsos.241090	Focze książki	https://doi.org/10.1098/rsos.241090	https://openalex.org/W4409261235	Biologia|Ekologia i ochrona środowiska|Życie w oceanach i rybołówstwo
QoQS42aXM4g	Plazmonowy modulator elektrooptyczny! - Pierwsza róża - Gąsienica-kolekcjonerka kości | CN #248	2025-05-12T08:00:25Z	1)	05:06	https://www.youtube.com/watch?v=QoQS42aXM4g&t=306s	Ultra-szerokopasmowym plazmonowym modulatorze elektrooptycznym - serio!	Horst, Y., Moor, D., Chelladurai, D., Blatter, T., Fernandes, S., Kulmer, L., ... & Leuthold, J. (2025). Ultra-wideband MHz to THz plasmonic EO modulator. Optica, 12(3), 325-328.	https://opg.optica.org/optica/fulltext.cfm?uri=optica-12-3-325&id=568565	Plazmonowy modulator elektrooptyczny!	https://doi.org/10.1364/optica.544016	https://openalex.org/W4407135767	Fizyka|Fotonika|Komunikacja optyczna
QoQS42aXM4g	Plazmonowy modulator elektrooptyczny! - Pierwsza róża - Gąsienica-kolekcjonerka kości | CN #248	2025-05-12T08:00:25Z	2)	17:53	https://www.youtube.com/watch?v=QoQS42aXM4g&t=1073s	kolorze kwiatów pierwotnej róży	Cheng, B., Zhao, K., Zhou, M., Bourke, P. M., Zhou, L., Wu, S., ... & Yu, C. (2025). Phenotypic and genomic signatures across wild Rosa species open new horizons for modern rose breeding. Nature Plants, 1-15.	https://www.nature.com/articles/s41477-025-01955-5	Pierwsza róża	https://doi.org/10.1038/s41477-025-01955-5	https://openalex.org/W4409151575	Chemia|Żywność|Produkty roślinne i ich przetwarzanie
QoQS42aXM4g	Plazmonowy modulator elektrooptyczny! - Pierwsza róża - Gąsienica-kolekcjonerka kości | CN #248	2025-05-12T08:00:25Z	3)	20:48	https://www.youtube.com/watch?v=QoQS42aXM4g&t=1248s	gąsienicy mięsożernej, która ozdabia sobie domek kawałkami ciał swoich ofiar.	Rubinoff, D., San Jose, M., & Doorenweerd, C. (2025). Hawaiian caterpillar patrols spiderwebs camouflaged in insect prey’s body parts. Science, 388(6745), 428-430.	https://www.science.org/doi/10.1126/science.ads4243	Gąsienica-kolekcjonerka kości	https://doi.org/10.1126/science.ads4243	https://openalex.org/W4409833809	Biologia|Biologia organizmów|Owady
Ox5Qwf0PLqA	Anatomia chińskiej propagandy - Nasz ocean magmy - Jak dożyć 70-tki? | Czytamy naturę #247	2025-04-21T08:00:24Z	1)	05:36	https://www.youtube.com/watch?v=Ox5Qwf0PLqA&t=336s	wielkim badaniu propagandy w chińskich gazetach	Waight, H., Yuan, Y., Roberts, M. E., & Stewart, B. M. (2025). The decade-long growth of government-authored news media in China under Xi Jinping. Proceedings of the National Academy of Sciences, 122(11), e2408260122.	https://www.pnas.org/doi/10.1073/pnas.2408260122	Anatomia chińskiej propagandy	https://doi.org/10.1073/pnas.2408260122	https://openalex.org/W4408323556	Społeczeństwo|Państwo i władza|Media i dziennikarstwo
Ox5Qwf0PLqA	Anatomia chińskiej propagandy - Nasz ocean magmy - Jak dożyć 70-tki? | Czytamy naturę #247	2025-04-21T08:00:24Z	2)	14:19	https://www.youtube.com/watch?v=Ox5Qwf0PLqA&t=859s	zastyganiu ziemskiego oceanu magmatycznego	Boukaré, C. É., Badro, J., & Samuel, H. (2025). Solidification of Earth’s mantle led inevitably to a basal magma ocean. Nature 640, 114–119.	https://www.nature.com/articles/s41586-025-08701-z	Nasz ocean magmy	https://doi.org/10.1038/s41586-025-08701-z	https://openalex.org/W4408866196	Ziemia|Litosfera|Geologia regionalna i złożowa
Ox5Qwf0PLqA	Anatomia chińskiej propagandy - Nasz ocean magmy - Jak dożyć 70-tki? | Czytamy naturę #247	2025-04-21T08:00:24Z	3)	18:34	https://www.youtube.com/watch?v=Ox5Qwf0PLqA&t=1114s	30 lat badania na 100 tys. osób, żeby się dowiedzieć, że dobrze jest jeść warzywa.	Tessier, A. J., Wang, F., Korat, A. A., Eliassen, A. H., Chavarro, J., Grodstein, F., ... & Guasch-Ferré, M. (2025). Optimal dietary patterns for healthy aging. Nature Medicine.	https://www.nature.com/articles/s41591-025-03570-5	Jak dożyć 70-tki?	https://doi.org/10.1038/s41591-025-03570-5	https://openalex.org/W4408788705	inne|Dietetyka
-jFmp8C50gE	Kajdany starożytnego Egiptu - Oglądamy atomy - Język bonobo | Czytamy naturę #246	2025-04-14T08:00:00Z	1)	05:58	https://www.youtube.com/watch?v=-jFmp8C50gE&t=358s	kajdanach znalezionych w kopalni złota z ptolemejskiego okresu Egiptu	Redon, B. (2025). Iron shackles from the Ptolemaic gold mines of Ghozza (Egypt, Eastern Desert). Antiquity, 1-7.	https://www.cambridge.org/core/journals/antiquity/article/iron-shackles-from-the-ptolemaic-gold-mines-of-ghozza-egypt-eastern-desert/7E4AA2794B6BE4CE5B7944300FC30C49	Kajdany starożytnego Egiptu	https://doi.org/10.15184/aqy.2025.39	https://openalex.org/W4406075096	Społeczeństwo|Historia i kultura|Świat starożytny
-jFmp8C50gE	Kajdany starożytnego Egiptu - Oglądamy atomy - Język bonobo | Czytamy naturę #246	2025-04-14T08:00:00Z	2)	10:18	https://www.youtube.com/watch?v=-jFmp8C50gE&t=618s	lepszym odszumianiu obrazów z mikroskopu elektronowego	Kim, J., Rhee, J., Kang, S., Jung, M., Kim, J., Jeon, M., ... & Park, J. (2025). Self-supervised machine learning framework for high-throughput electron microscopy. Science Advances, 11(14), eads5552.	https://www.science.org/doi/10.1126/sciadv.ads5552	Oglądamy atomy	https://doi.org/10.1126/sciadv.ads5552	https://openalex.org/W4409094515	Wytwarzanie|Materiały|Teoria funkcjonału gęstości (DFT)
-jFmp8C50gE	Kajdany starożytnego Egiptu - Oglądamy atomy - Język bonobo | Czytamy naturę #246	2025-04-14T08:00:00Z	3)	16:11	https://www.youtube.com/watch?v=-jFmp8C50gE&t=971s	strukturze języka, jakim posługują się szympansy bonobo.	Berthet, M., Surbeck, M., & Townsend, S. W. (2025). Extensive compositionality in the vocal system of bonobos. Science, 388(6742), 104-108.	https://www.science.org/doi/10.1126/science.adv1170	Język bonobo	https://doi.org/10.1126/science.adv1170	https://openalex.org/W4409176541	Biologia|Ekologia i ochrona środowiska|Ekologia i zachowania zwierząt
pvVDR0sQ0BQ	Wątroba świńska w człowieku - Rozpływ genów - Robot na dnie oceanu | Czytamy naturę  #245	2025-04-07T08:00:47Z	1)	06:24	https://www.youtube.com/watch?v=pvVDR0sQ0BQ&t=384s	pierwszym udanym przeszczepie modyfikowanej genetycznie wątroby świni do człowieka	Tao, K. S., Yang, Z. X., Zhang, X., Zhang, H. T., Yue, S. Q., Yang, Y. L., ... & Dou, K. F. (2025). Gene-modified pig-to-human liver xenotransplantation. Nature.	https://www.nature.com/articles/s41586-025-08799-1	Wątroba świńska w człowieku	https://doi.org/10.1038/s41586-025-08799-1	https://openalex.org/W4408866661	Medycyna|Chirurgia|Przeszczepy
pvVDR0sQ0BQ	Wątroba świńska w człowieku - Rozpływ genów - Robot na dnie oceanu | Czytamy naturę  #245	2025-04-07T08:00:47Z	2)	12:26	https://www.youtube.com/watch?v=pvVDR0sQ0BQ&t=746s	mapie rozpływania się genów człowieka po Ziemi	Grundler, M. C., Terhorst, J., & Bradburd, G. S. (2025). A geographic history of human genetic ancestry. Science, 387(6741), 1391-1397.	https://www.science.org/doi/10.1126/science.adp4642	Rozpływ genów	https://doi.org/10.1126/science.adp4642	https://openalex.org/W4408892137	Społeczeństwo|Historia i kultura|Ewolucja człowieka, początki cywilizacji
pvVDR0sQ0BQ	Wątroba świńska w człowieku - Rozpływ genów - Robot na dnie oceanu | Czytamy naturę  #245	2025-04-07T08:00:47Z	3)	17:47	https://www.youtube.com/watch?v=pvVDR0sQ0BQ&t=1067s	robocie zdolnym wytrzymywać ciśnienie 11 km słupa wody.	Pan, F., Liu, J., Zuo, Z., He, X., Shao, Z., Chen, J., ... & Wen, L. (2025). Miniature deep-sea morphable robot with multimodal locomotion. Science Robotics, 10(100), eadp7821.	https://www.science.org/doi/10.1126/scirobotics.adp7821	Robot na dnie oceanu	https://doi.org/10.1126/scirobotics.adp7821	https://openalex.org/W4408647749	Symbole-bity-sygnały|Maszyny|Robotyka
Qh5_IeFjl9o	Ośmiornice: seks i przemoc - Śnieżyca na 11 mld ton - Elektrobot | Czytamy naturę #244	2025-03-31T08:00:30Z	1)	04:21	https://www.youtube.com/watch?v=Qh5_IeFjl9o&t=261s	"stosowaniu neurotoksyny paraliżującej przez samców pewnego gatunku ośmiornicy, aby ""w spokoju"" kopulować"	Chung, W. S., Kurniawan, N. D., Marshall, N. J., & Cortesi, F. (2025). Blue-lined octopus Hapalochlaena fasciata males envenomate females to facilitate copulation. Current Biology, 35(5), R169-R170.	https://www.sciencedirect.com/science/article/pii/S0960982225000570	Ośmiornice: seks i przemoc	https://doi.org/10.1016/j.cub.2025.01.027	https://openalex.org/W4408290452	Biologia|Hodowla zwierząt|Konie i zwierzęta domowe
Qh5_IeFjl9o	Ośmiornice: seks i przemoc - Śnieżyca na 11 mld ton - Elektrobot | Czytamy naturę #244	2025-03-31T08:00:30Z	2)	08:57	https://www.youtube.com/watch?v=Qh5_IeFjl9o&t=537s	14 marca 2022 roku, kiedy to na wschodnią Grenlandię spadło 11 mld ton śniegu	Bailey, H., & Hubbard, A. (2025). Snow mass recharge of the Greenland ice sheet fueled by intense atmospheric river. Geophysical Research Letters, 52(5), e2024GL110121.	https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2024GL110121	Śnieżyca na 11 mld ton	https://doi.org/10.1029/2024gl110121	https://openalex.org/W4408152072	Ziemia|Gleba, woda, biosfera|Lodowce
Qh5_IeFjl9o	Ośmiornice: seks i przemoc - Śnieżyca na 11 mld ton - Elektrobot | Czytamy naturę #244	2025-03-31T08:00:30Z	3)	14:41	https://www.youtube.com/watch?v=Qh5_IeFjl9o&t=881s	urządzeniu wykrywającym pole elektryczne, dużo zręczniej niż dotychczasowe detektory, i zastosowaniach robotycznych takiego detektorka.	Wang, C., Li, J., Li, X., Li, W., Li, Y., Huang, Y., ... & Chen, X. (2025). Bio-inspired organic electrosense transistor for impalpable perception. Science Advances, 11(12), eads7457.	https://www.science.org/doi/10.1126/sciadv.ads7457	Elektrobot	https://doi.org/10.1126/sciadv.ads7457	https://openalex.org/W4408592065	Chemia|Fotochemia organiczna|Organiczne LEDy i ogniwa fotowoltaiczne
MZdLNvaq2JM	Ruchome lalki z Mezoameryki - Komputer we włóknie - Ja, dziecko i robot | Czytamy naturę #243	2025-03-24T09:00:20Z	1)	03:12	https://www.youtube.com/watch?v=MZdLNvaq2JM&t=192s	ceramicznych lalkach z preklasycznej Mezoameryki, o ruchliwych głowach i, być może, złożonej mimice	Szymański, J., & Prejs, G. (2025). Of puppets and puppeteers: Preclassic clay figurines from San Isidro, El Salvador. Antiquity, 1-17.	https://doi.org/10.15184/aqy.2025.37	Ruchome lalki z Mezoameryki	https://doi.org/10.15184/aqy.2025.37	https://openalex.org/W4408159025	Społeczeństwo|Historia i kultura|Ewolucja człowieka, początki cywilizacji
MZdLNvaq2JM	Ruchome lalki z Mezoameryki - Komputer we włóknie - Ja, dziecko i robot | Czytamy naturę #243	2025-03-24T09:00:20Z	2)	11:31	https://www.youtube.com/watch?v=MZdLNvaq2JM&t=691s	prostym komputerze, z czujnikami, pamięcią, procesorem i nadajnikami, wplecionym w kilkumilimetrowej średnicy włókno	Gupta, N., Cheung, H., Payra, S., Loke, G., Li, J., Zhao, Y., ... & Fink, Y. (2025). A single-fibre computer enables textile networks and distributed inference. Nature, 1-8.	https://www.nature.com/articles/s41586-024-08568-6	Komputer we włóknie	https://doi.org/10.1038/s41586-024-08568-6	https://openalex.org/W4407956939	Medycyna|Mózg i zdrowie psychiczne|Procesy poznawcze człowieka
MZdLNvaq2JM	Ruchome lalki z Mezoameryki - Komputer we włóknie - Ja, dziecko i robot | Czytamy naturę #243	2025-03-24T09:00:20Z	3)	16:50	https://www.youtube.com/watch?v=MZdLNvaq2JM&t=1010s	polepszeniu relacji rodzic-dziecko za sprawą trzeciego domownika - robota.	Chen, H., Kim, Y., Patterson, K., Breazeal, C., & Park, H. W. (2025). Social robots as conversational catalysts: Enhancing long-term human-human interaction at home. Science Robotics, 10(100), eadk3307.	https://www.science.org/doi/10.1126/scirobotics.adk3307	Ja, dziecko i robot	https://doi.org/10.1126/scirobotics.adk3307	https://openalex.org/W4408345794	Życie człowieka|Wiedza i edukacja|Autyzm
VBOy0SCkj3k	Mamy to! Pierwsze gwiazdy w Kosmosie - Grzybnia pełznie - Płeć i słabnięcie umysłu | CN #242	2025-03-17T09:00:36Z	1)	04:43	https://www.youtube.com/watch?v=VBOy0SCkj3k&t=283s	gwiazdach należących do tzw. Population III, czyli, jak sama nazwa wskazuje, pierwszej populacji gwiazd w Kosmosie	Fujimoto, S., Naidu, R. P., Chisholm, J., Atek, H., Endsley, R., Kokorev, V., ... & Zitrin, A. (2025). GLIMPSE: An ultra-faint $\simeq $10$^{5} $$ M_ {\odot} $ Pop III Galaxy Candidate and First Constraints on the Pop III UV Luminosity Function at $ z\simeq6-7$.	https://arxiv.org/html/2501.11678v1	Mamy to! Pierwsze gwiazdy w Kosmosie			No DOI
VBOy0SCkj3k	Mamy to! Pierwsze gwiazdy w Kosmosie - Grzybnia pełznie - Płeć i słabnięcie umysłu | CN #242	2025-03-17T09:00:36Z	2)	15:08	https://www.youtube.com/watch?v=VBOy0SCkj3k&t=908s	wizualizacji rozrostu grzybni: nie brzmi to pięknie, ale jest piękne!	Oyarte Galvez, L., Bisot, C., Bourrianne, P., Cargill, R., Klein, M., van Son, M., ... & Shimizu, T. S. (2025). A travelling-wave strategy for plant–fungal trade. Nature, 1-9.	https://www.nature.com/articles/s41586-025-08614-x	Grzybnia pełznie	https://doi.org/10.1038/s41586-025-08614-x	https://openalex.org/W4407957544	Biologia|Biologia organizmów|Grzyby
VBOy0SCkj3k	Mamy to! Pierwsze gwiazdy w Kosmosie - Grzybnia pełznie - Płeć i słabnięcie umysłu | CN #242	2025-03-17T09:00:36Z	3)	20:49	https://www.youtube.com/watch?v=VBOy0SCkj3k&t=1249s	spadku mocy poznawczych z wiekiem: w zależności od zawodu, trybu życia i płci.	Hanushek, E. A., Kinne, L., Witthöft, F., & Woessmann, L. (2025). Age and cognitive skills: Use it or lose it. Science Advances, 11(10), eads1560.	https://www.science.org/doi/10.1126/sciadv.ads1560	Płeć i słabnięcie umysłu	https://doi.org/10.1126/sciadv.ads1560	https://openalex.org/W4408221138	Życie człowieka|Umysł i zdrowie|Starość
L94DAf-7BjI	Planetki-sierotki w Galaktyce - Awarowie: geny i rodziny - Płyn Terminatorowy | Czytamy naturę #241	2025-03-10T09:00:31Z	1)	06:27	https://www.youtube.com/watch?v=L94DAf-7BjI&t=387s	nowym mechanizmie powstawania planet, zaludniającym Galaktykę wielkimi bezpańskimi planetami	Fu, Z., Deng, H., Lin, D. N., & Mayer, L. (2025). Formation of free-floating planetary mass objects via circumstellar disk encounters. Science Advances, 11(9), eadu6058.	https://www.science.org/doi/full/10.1126/sciadv.adu6058	Planetki-sierotki w Galaktyce	https://doi.org/10.1126/sciadv.adu6058	https://openalex.org/W4407949350	Fizyka|Kosmos|Asteroidy i wietrzenie kosmiczne
L94DAf-7BjI	Planetki-sierotki w Galaktyce - Awarowie: geny i rodziny - Płyn Terminatorowy | Czytamy naturę #241	2025-03-10T09:00:31Z	2)	11:00	https://www.youtube.com/watch?v=L94DAf-7BjI&t=660s	badaniu genetycznym awarskiego cmentarza i o pewnym dziadku, który miał dziecko z kobietą swojego wnuka	Wang, K., Tobias, B., Pany-Kucera, D., Berner, M., Eggers, S., Gnecchi-Ruscone, G. A., ... & Hofmanová, Z. (2025). Ancient DNA reveals reproductive barrier despite shared Avar-period culture. Nature 638, 1007–1014 (2025).	https://www.nature.com/articles/s41586-024-08418-5	Awarowie: geny i rodziny	https://doi.org/10.1038/s41586-024-08418-5	https://openalex.org/W4406385628	Społeczeństwo|Historia i kultura|Ewolucja człowieka, początki cywilizacji
L94DAf-7BjI	Planetki-sierotki w Galaktyce - Awarowie: geny i rodziny - Płyn Terminatorowy | Czytamy naturę #241	2025-03-10T09:00:31Z	3)	22:04	https://www.youtube.com/watch?v=L94DAf-7BjI&t=1324s	materiale, który zamienia się z płynu w superwytrzymałe ciało stałe: ale tak naprawdę nie	Devlin, M. R., Kim, S., Campàs, O., & Hawkes, E. W. (2025). Material-like robotic collectives with spatiotemporal control of strength and shape. Science, 387(6736), 880-885.	https://www.science.org/doi/10.1126/science.ads7942	Płyn Terminatorowy	https://doi.org/10.1126/science.ads7942	https://openalex.org/W4407764710	Symbole-bity-sygnały|Maszyny|Metamateriały akustyczne i mechaniczne
dKVi53kMhL8	Neutrino przyłapane - Myszy ratunkowe - 1600 lat deszczu w Arabii | Czytamy naturę #240	2025-03-03T09:00:43Z	1)	07:04	https://www.youtube.com/watch?v=dKVi53kMhL8&t=424s	wyznaczeniu obszaru, w którym narodziło się pojedyncze neutrino elektronowe	Smolsky, J., Leach, K. G., Abells, R., Amaro, P., Andoche, A., Borbridge, K., ... & Warburton, W. K. (2025). Direct experimental constraints on the spatial extent of a neutrino wavepacket. Nature, 638, 640–644.	https://www.nature.com/articles/s41586-024-08479-6	Neutrino przyłapane	https://doi.org/10.1038/s41586-024-08479-6	https://openalex.org/W4394007174	Fizyka|Kosmos|Kosmologia i astronomia obserwacyjna
dKVi53kMhL8	Neutrino przyłapane - Myszy ratunkowe - 1600 lat deszczu w Arabii | Czytamy naturę #240	2025-03-03T09:00:43Z	2)	18:43	https://www.youtube.com/watch?v=dKVi53kMhL8&t=1123s	pierwszej pomocy udzielanej przez myszy innym myszom	Sun, W., Zhang, G. W., Huang, J. J., Tao, C., Seo, M. B., Tao, H. W., & Zhang, L. I. (2025). Reviving-like prosocial behavior in response to unconscious or dead conspecifics in rodents. Science, 387(6736), eadq2677.	https://www.science.org/doi/10.1126/science.adq2677	Myszy ratunkowe	https://doi.org/10.1126/science.adq2677	https://openalex.org/W4407764692	Medycyna|Intensywna terapia|Bezdech senny
dKVi53kMhL8	Neutrino przyłapane - Myszy ratunkowe - 1600 lat deszczu w Arabii | Czytamy naturę #240	2025-03-03T09:00:43Z	3)	23:50	https://www.youtube.com/watch?v=dKVi53kMhL8&t=1430s	zapisie 1600 lat deszczu na Półwyspie Arabskim w pewnej dennej solance.	Purkis, S. J., Ward, S. N., Howes, B. J., Longenecker, J. M., Chakraborty, M. I., Kalman, A., ... & Rodrigue, M. (2025). A 1600-year record of extreme rainfall in northern Arabia. Science Advances, 11(8), eadq3173.	https://www.science.org/doi/full/10.1126/sciadv.adq3173	1600 lat deszczu w Arabii	https://doi.org/10.1126/sciadv.adq3173	https://openalex.org/W4407802704	Ziemia|Gleba, woda, biosfera|Rzeki, wody gruntowe i gleby
uX33eY2cHi0	Zgnieceni na Love Parade - Komputer neuromorficzny - Pieśni wielorybie, a jak ludzkie | CN #239	2025-02-24T09:01:06Z	1)	06:07	https://www.youtube.com/watch?v=uX33eY2cHi0&t=367s	"zachowaniu się ""płynu ludzkiego"" w gęstym tłumie - czasem śmiertelnie niebezpiecznym"	Gu, F., Guiselin, B., Bain, N., Zuriguel, I., & Bartolo, D. (2025). Emergence of collective oscillations in massive human crowds. Nature, 638(8049), 112-119.	https://www.nature.com/articles/s41586-024-08514-6	Zgnieceni na Love Parade	https://doi.org/10.1038/s41586-024-08514-6	https://openalex.org/W4407157733	Wytwarzanie|Paliwa i odpady|Materiały sypkie
uX33eY2cHi0	Zgnieceni na Love Parade - Komputer neuromorficzny - Pieśni wielorybie, a jak ludzkie | CN #239	2025-02-24T09:01:06Z	2)	14:35	https://www.youtube.com/watch?v=uX33eY2cHi0&t=875s	sporym kroku na drodze do komputera neuromorficznego	Xiao, Y., Liu, Y., Zhang, B., Chen, P., Zhu, H., He, E., ... & Pan, G. (2025). Bio-plausible reconfigurable spiking neuron for neuromorphic computing. Science Advances, 11(6), eadr6733.	https://www.science.org/doi/10.1126/sciadv.adr6733	Komputer neuromorficzny	https://doi.org/10.1126/sciadv.adr6733	https://openalex.org/W4407169115	Medycyna|Mózg i zdrowie psychiczne|Procesy poznawcze człowieka
uX33eY2cHi0	Zgnieceni na Love Parade - Komputer neuromorficzny - Pieśni wielorybie, a jak ludzkie | CN #239	2025-02-24T09:01:06Z	3)	23:53	https://www.youtube.com/watch?v=uX33eY2cHi0&t=1433s	odkryciu prawa Zipfa w nagraniach pieśni wielorybów.	Arnon, I., Kirby, S., Allen, J. A., Garrigue, C., Carroll, E. L., & Garland, E. C. (2025). Whale song shows language-like statistical structure. Science, 387(6734), 649-653.	https://www.science.org/doi/10.1126/science.adq7055	Pieśni wielorybie, a jak ludzkie	https://doi.org/10.1126/science.adq7055	https://openalex.org/W4407199668	Biologia|Ekologia i ochrona środowiska|Ekologia i zachowania zwierząt
24C_JGxVq_A	Matma szkolna i matma życiowa - Cios skorupiaka - Super-cewnik DIY | Czytamy naturę #238	2025-02-17T09:00:03Z	1)	03:04	https://www.youtube.com/watch?v=24C_JGxVq_A&t=184s	dzieciach z Delhi i Kolkaty, które świetnie liczą w pamięci, ale nie na papierze i na odwrót	Banerjee, A. V., Bhattacharjee, S., Chattopadhyay, R., Duflo, E., Ganimian, A. J., Rajah, K., & Spelke, E. S. (2025). Children’s arithmetic skills do not transfer between applied and academic mathematics. Nature.	https://www.nature.com/articles/s41586-024-08502-w	Matma szkolna i matma życiowa	https://doi.org/10.1038/s41586-024-08502-w	https://openalex.org/W4407157617	Życie człowieka|Wiedza i edukacja|Edukacja matematyczna
24C_JGxVq_A	Matma szkolna i matma życiowa - Cios skorupiaka - Super-cewnik DIY | Czytamy naturę #238	2025-02-17T09:00:03Z	2)	11:00	https://www.youtube.com/watch?v=24C_JGxVq_A&t=660s	odnóżach pewnego skorupiaka (rawka błazen), które potrafią znosić nadnaturalnie silne uderzenia	Alderete, N. A., Sandeep, S., Raetz, S., Asgari, M., Abi Ghanem, M., & Espinosa, H. D. (2025). Does the mantis shrimp pack a phononic shield?. Science, 387(6734), 659-666.	https://www.science.org/doi/10.1126/science.adq7100	Cios skorupiaka	https://doi.org/10.1126/science.adq7100	https://openalex.org/W4407199592	Fizyka|Kosmos|Asteroidy i wietrzenie kosmiczne
24C_JGxVq_A	Matma szkolna i matma życiowa - Cios skorupiaka - Super-cewnik DIY | Czytamy naturę #238	2025-02-17T09:00:03Z	3)	19:22	https://www.youtube.com/watch?v=24C_JGxVq_A&t=1162s	kateterze, czyli cewniku, do wykonywania zaawansowanych manewrów podczas operacji wewnątrz ciała ludzkiego.	Sun, Y., Piskarev, Y., Hofstetter, E. H., Fischer, C., Boehler, Q., Stárek, Z., ... & Floreano, D. (2025). Instant variable stiffness in cardiovascular catheters based on fiber jamming. Science Advances, 11(6), eadn1207.	https://www.science.org/doi/10.1126/sciadv.adn1207	Super-cewnik DIY	https://doi.org/10.1126/sciadv.adn1207	https://openalex.org/W4407241971	Medycyna|Serce i układ krążenia|Rytm serca
